sifra,tip,stanica,datum_vrijeme,T,vlaga,RR,vjetar,smjer_kod,udar,insolacija,pritisak
02BERA20,glavna,Berane,19.08.2026 11:00,25.05,51.0,0.00,0.70,20,2.20,,937.18
02CTNJ10,glavna,Cetinje,19.08.2026 11:40,30.00,31.0,0.00,0.60,10,,829.2,941.3
02HNOV10,glavna,Herceg Novi,19.08.2026 11:40,30.70,61.0,0.00,0.80,8,,813.8,1008.2
02KOLS10,glavna,Kolašin,19.08.2026 11:40,27.10,28.0,0.00,2.00,2,3.30,818.0,909.2
02NIKS10,glavna,Nikšić,19.08.2026 11:40,30.50,21.0,0.00,2.80,18,,835.4,940.5
02PDGR10,glavna,Podgorica,19.08.2026 11:40,32.10,29.0,0.00,1.50,2,,797.4,1006.3
02PLJV10,glavna,Pljevlja,19.08.2026 11:40,26.30,28.0,0.00,1.30,16,,809.0,926.2
02ULCN10,glavna,Ulcinj,19.08.2026 11:40,30.70,48.0,0.00,5.20,22,,777.4,1012.2
02ZBLJ10,glavna,Žabljak,19.08.2026 11:40,22.50,32.0,0.00,1.00,28,,854.7,857.2
02BIST20,klimatološka,Bistrica,19.08.2026 11:00,22.70,47.4,0.00,0.90,4,2.00,835.9,
02BOAN30,klimatološka,Boan,19.08.2026 11:00,26.11,34.7,,,,,,
02BPLJ20,klimatološka,Bijelo Polje,19.08.2026 11:00,22.93,59.9,,,,,806.14,947.46
02BUDV20,klimatološka,Budva,19.08.2026 11:00,29.50,65.2,,,,,757.22,1011.74
02CRKV30,klimatološka,Crkvice,19.08.2026 11:00,25.37,57.1,,,,,,
02DANL20,klimatološka,Danilovgrad,19.08.2026 11:00,30.70,,,,,,,
02DDOB30,klimatološka,Donja Dobrilovina,19.08.2026 11:00,23.66,51.7,,,,,,
02GOBU30,klimatološka,Gornja Bukovica,19.08.2026 11:00,23.12,39.9,,,,,,
02GRAD30,klimatološka,Gradac,19.08.2026 11:00,25.61,39.1,,,,,,
02IVKO30,klimatološka,Ivanova korita,19.08.2026 11:00,22.83,61.6,0.00,,,,,
02KOSA30,klimatološka,Kosanica,19.08.2026 11:00,24.43,46.9,,,,,,
02KUKO30,klimatološka,Kučka korita,19.08.2026 11:00,23.10,49.9,0.00,,,,,
02LKOT20,klimatološka,Luka Kotor,19.08.2026 11:11,28.40,53.0,,1.50,,2.50,,1015.3
02MAMO30,klimatološka,Manastir Morača,19.08.2026 11:00,30.25,34.7,,,,,,
02MATE30,klimatološka,Matesevo,19.08.2026 11:00,25.42,42.0,0.00,,,,,
02MOKR30,klimatološka,Mokro,19.08.2026 11:00,25.27,37.0,,,,,,
02NJGV30,klimatološka,Njegovuđa,19.08.2026 11:00,23.01,40.6,,,,,,
02PLZN20,klimatološka,Pluzine,19.08.2026 11:00,24.00,54.4,0.00,1.10,2,2.10,0.0,931.51
02POSC30,klimatološka,Pošćenje,19.08.2026 11:00,26.70,37.1,,,,,,
02STAB30,klimatološka,Stabna,19.08.2026 11:00,25.93,39.7,,,,,,
02STIT30,klimatološka,Štitarica,19.08.2026 11:00,23.51,57.4,,,,,,
02UBLI20,klimatološka,Ubli,19.08.2026 11:00,27.81,,,,,,,
02VELK30,klimatološka,Velika,19.08.2026 11:00,26.76,49.6,,,,,,
02VELM20,klimatološka,Velimlje,19.08.2026 11:00,28.20,32.6,0.00,0.70,32,1.30,779.1,
02VIRP20,klimatološka,Virpazar,19.08.2026 11:00,30.30,43.0,0.00,,,,,
02BAR010,glavna,Bar,19.08.2026 12:40,29.30,67.0,0.00,3.10,26,,819.4,1012.2
02BERA20,glavna,Berane,19.08.2026 12:00,27.84,32.7,0.00,0.50,32,1.80,,936.66
02CTNJ10,glavna,Cetinje,19.08.2026 12:40,30.80,31.0,0.00,0.50,10,,899.5,941.3
02HNOV10,glavna,Herceg Novi,19.08.2026 12:40,31.60,55.0,0.00,2.20,8,4.40,874.1,1008.1
02KOLS10,glavna,Kolašin,19.08.2026 12:40,28.10,27.0,0.00,1.70,22,4.10,838.4,909.0
02NIKS10,glavna,Nikšić,19.08.2026 12:40,31.00,23.0,0.00,4.60,12,,881.0,940.1
02PDGR10,glavna,Podgorica,19.08.2026 12:40,33.30,26.0,0.00,2.80,14,,853.9,1005.9
02PLJV10,glavna,Pljevlja,19.08.2026 12:40,28.40,26.0,0.00,1.90,18,,852.5,925.8
02ULCN10,glavna,Ulcinj,19.08.2026 12:40,32.00,45.0,0.00,3.40,22,,891.8,1011.7
02ZBLJ10,glavna,Žabljak,19.08.2026 12:40,23.80,31.0,0.00,1.10,26,,907.1,857.4
02BIST20,klimatološka,Bistrica,19.08.2026 12:00,26.40,41.1,0.00,3.10,2,5.00,882.3,
02BOAN30,klimatološka,Boan,19.08.2026 12:00,28.09,31.5,,,,,,
02BPLJ20,klimatološka,Bijelo Polje,19.08.2026 12:00,26.20,47.9,,,,,888.67,946.79
02BUDV20,klimatološka,Budva,19.08.2026 12:00,30.49,61.2,,,,,865.74,1011.83
02CRKV30,klimatološka,Crkvice,19.08.2026 12:00,25.15,57.9,,,,,,
02DANL20,klimatološka,Danilovgrad,19.08.2026 12:00,33.80,,,,,,,
02DDOB30,klimatološka,Donja Dobrilovina,19.08.2026 12:00,26.68,43.6,,,,,,
02GOBU30,klimatološka,Gornja Bukovica,19.08.2026 12:00,24.36,37.7,,,,,,
02GRAD30,klimatološka,Gradac,19.08.2026 12:00,29.13,30.3,,,,,,
02IVKO30,klimatološka,Ivanova korita,19.08.2026 12:00,23.03,65.9,0.00,,,,,
02KOSA30,klimatološka,Kosanica,19.08.2026 12:00,25.89,43.9,,,,,,
02KOVR30,klimatološka,Kovren,19.08.2026 12:00,25.02,49.1,0.00,,,,,
02KUKO30,klimatološka,Kučka korita,19.08.2026 12:00,22.78,49.3,0.00,,,,,
02LKOT20,klimatološka,Luka Kotor,19.08.2026 12:16,30.20,55.0,,1.00,,3.40,,1015.3
02MAMO30,klimatološka,Manastir Morača,19.08.2026 12:00,31.29,29.1,,,,,,
02MATE30,klimatološka,Matesevo,19.08.2026 12:00,27.73,35.3,0.00,,,,,
02MOKR30,klimatološka,Mokro,19.08.2026 12:00,26.70,31.7,,,,,,
02NJGV30,klimatološka,Njegovuđa,19.08.2026 12:00,24.01,39.4,,,,,,
02PLZN20,klimatološka,Pluzine,19.08.2026 12:00,27.09,40.8,0.00,1.20,2,3.20,0.0,930.97
02POSC30,klimatološka,Pošćenje,19.08.2026 12:00,27.80,32.3,,,,,,
02STAB30,klimatološka,Stabna,19.08.2026 12:00,28.34,32.4,,,,,,
02STIT30,klimatološka,Štitarica,19.08.2026 12:00,25.78,51.5,,,,,,
02UBLI20,klimatološka,Ubli,19.08.2026 12:00,29.36,,,,,,,
02VELK30,klimatološka,Velika,19.08.2026 12:00,28.35,49.4,,,,,,
02VELM20,klimatološka,Velimlje,19.08.2026 12:00,29.20,29.8,0.00,2.90,24,4.10,827.8,
02VIRP20,klimatološka,Virpazar,19.08.2026 12:00,31.60,37.0,0.00,,,,,
02BAR010,glavna,Bar,19.08.2026 13:40,29.80,66.0,0.00,3.40,26,,818.4,1012.0
02BERA20,glavna,Berane,19.08.2026 13:00,29.62,34.0,0.00,0.80,6,2.40,,936.23
02CTNJ10,glavna,Cetinje,19.08.2026 13:40,31.40,32.0,0.00,0.50,10,,769.4,941.1
02HNOV10,glavna,Herceg Novi,19.08.2026 13:40,32.30,47.0,0.00,2.60,22,,831.6,1007.8
02KOLS10,glavna,Kolašin,19.08.2026 13:40,29.00,28.0,0.00,2.20,10,,873.7,908.9
02NIKS10,glavna,Nikšić,19.08.2026 13:40,31.70,24.0,0.00,4.50,18,,858.2,939.8
02PDGR10,glavna,Podgorica,19.08.2026 13:40,34.30,25.0,0.00,1.90,14,,834.8,1005.5
02PLJV10,glavna,Pljevlja,19.08.2026 13:40,29.60,24.0,0.00,3.10,18,,837.0,925.5
02ULCN10,glavna,Ulcinj,19.08.2026 13:40,32.40,40.0,0.00,4.30,24,,871.0,1011.5
02ZBLJ10,glavna,Žabljak,19.08.2026 13:30,24.60,30.0,0.00,1.60,26,,916.9,857.4
02BIST20,klimatološka,Bistrica,19.08.2026 13:00,28.40,27.6,0.00,3.30,2,7.00,891.8,
02BOAN30,klimatološka,Boan,19.08.2026 13:00,28.52,31.7,,,,,,
02BPLJ20,klimatološka,Bijelo Polje,19.08.2026 13:00,28.66,46.9,,,,,907.48,946.3
02BUDV20,klimatološka,Budva,19.08.2026 13:00,31.02,56.2,,,,,893.71,1011.69
02CRKV30,klimatološka,Crkvice,19.08.2026 13:00,26.41,76.7,,,,,,
02DANL20,klimatološka,Danilovgrad,19.08.2026 13:00,36.00,,,,,,,
02DDOB30,klimatološka,Donja Dobrilovina,19.08.2026 13:00,29.31,33.3,,,,,,
02GOBU30,klimatološka,Gornja Bukovica,19.08.2026 13:00,25.16,37.7,,,,,,
02GRAD30,klimatološka,Gradac,19.08.2026 13:00,30.12,28.9,,,,,,
02IVKO30,klimatološka,Ivanova korita,19.08.2026 13:00,24.48,63.3,0.00,,,,,
02KOSA30,klimatološka,Kosanica,19.08.2026 13:00,26.15,45.2,,,,,,
02KUKO30,klimatološka,Kučka korita,19.08.2026 13:00,23.44,46.6,0.00,,,,,
02LKOT20,klimatološka,Luka Kotor,19.08.2026 13:16,30.60,54.0,,2.40,,7.10,,1015.1
02MAMO30,klimatološka,Manastir Morača,19.08.2026 13:00,34.47,23.7,,,,,,
02MATE30,klimatološka,Matesevo,19.08.2026 13:00,28.04,33.2,0.00,,,,,
02MOKR30,klimatološka,Mokro,19.08.2026 13:00,28.63,29.3,,,,,,
02NJGV30,klimatološka,Njegovuđa,19.08.2026 13:00,24.67,36.3,,,,,,
02POSC30,klimatološka,Pošćenje,19.08.2026 13:00,30.61,31.1,,,,,,
02STAB30,klimatološka,Stabna,19.08.2026 13:00,30.23,29.8,,,,,,
02STIT30,klimatološka,Štitarica,19.08.2026 13:00,27.22,41.9,,,,,,
02UBLI20,klimatološka,Ubli,19.08.2026 13:00,30.60,,,,,,,
02VELK30,klimatološka,Velika,19.08.2026 13:00,30.12,39.4,,,,,,
02VELM20,klimatološka,Velimlje,19.08.2026 13:00,29.90,28.7,0.00,1.90,26,3.90,858.3,
02VIRP20,klimatološka,Virpazar,19.08.2026 13:00,32.30,38.0,0.00,,,,,
02BAR010,glavna,Bar,19.08.2026 15:50,30.30,69.0,0.00,3.80,24,,608.2,1011.6
02BERA20,glavna,Berane,19.08.2026 15:00,32.24,27.3,0.00,1.80,30,5.50,,935.62
02CTNJ10,glavna,Cetinje,19.08.2026 15:50,30.80,36.0,0.00,0.30,14,,585.8,940.7
02HNOV10,glavna,Herceg Novi,19.08.2026 15:50,33.90,46.0,0.00,2.90,22,,597.6,1007.3
02KOLS10,glavna,Kolašin,19.08.2026 15:50,30.30,30.0,0.00,0.10,22,,510.0,908.3
02NIKS10,glavna,Nikšić,19.08.2026 15:50,31.60,27.0,0.00,5.50,16,,141.2,939.5
02PDGR10,glavna,Podgorica,19.08.2026 15:50,36.00,18.0,0.00,3.60,16,,600.9,1004.7
02PLJV10,glavna,Pljevlja,19.08.2026 15:50,30.60,23.0,0.00,0.90,14,,613.9,924.8
02ULCN10,glavna,Ulcinj,19.08.2026 15:50,32.20,41.0,0.00,2.70,26,,609.2,1010.9
02ZBLJ10,glavna,Žabljak,19.08.2026 15:50,25.20,29.0,0.00,1.00,26,,392.4,857.1
02BIST20,klimatološka,Bistrica,19.08.2026 15:00,30.60,25.8,0.00,2.90,4,4.20,750.8,
02BOAN30,klimatološka,Boan,19.08.2026 15:00,29.47,30.3,,,,,,
02BPLJ20,klimatološka,Bijelo Polje,19.08.2026 15:00,31.42,32.1,,,,,798.91,945.41
02BUDV20,klimatološka,Budva,19.08.2026 15:00,31.54,58.9,,,,,751.57,1011.05
02CRKV30,klimatološka,Crkvice,19.08.2026 15:00,24.07,88.0,,,,,,
02DANL20,klimatološka,Danilovgrad,19.08.2026 15:00,37.10,,,,,,,
02DDOB30,klimatološka,Donja Dobrilovina,19.08.2026 15:00,30.52,29.9,,,,,,
02GOBU30,klimatološka,Gornja Bukovica,19.08.2026 15:00,25.16,38.8,,,,,,
02GRAD30,klimatološka,Gradac,19.08.2026 15:00,32.05,28.1,,,,,,
02IVKO30,klimatološka,Ivanova korita,19.08.2026 15:00,25.18,51.8,0.00,,,,,
02KOSA30,klimatološka,Kosanica,19.08.2026 15:00,27.24,42.5,,,,,,
02KOVR30,klimatološka,Kovren,19.08.2026 15:00,27.97,39.6,0.00,,,,,
02KUKO30,klimatološka,Kučka korita,19.08.2026 15:00,24.66,46.0,0.00,,,,,
02LKOT20,klimatološka,Luka Kotor,19.08.2026 15:26,31.60,49.0,,1.10,,2.50,,1014.6
02MAMO30,klimatološka,Manastir Morača,19.08.2026 15:00,35.42,23.6,,,,,,
02MATE30,klimatološka,Matesevo,19.08.2026 15:00,29.23,30.1,0.00,,,,,
02MOKR30,klimatološka,Mokro,19.08.2026 15:00,27.65,29.1,,,,,,
02NJGV30,klimatološka,Njegovuđa,19.08.2026 15:00,25.10,37.0,,,,,,
02POSC30,klimatološka,Pošćenje,19.08.2026 15:00,30.55,28.4,,,,,,
02STAB30,klimatološka,Stabna,19.08.2026 15:00,30.14,31.2,,,,,,
02STIT30,klimatološka,Štitarica,19.08.2026 15:00,28.17,40.4,,,,,,
02UBLI20,klimatološka,Ubli,19.08.2026 15:00,32.15,,,,,,,
02VELK30,klimatološka,Velika,19.08.2026 15:00,29.56,34.9,,,,,,
02VELM20,klimatološka,Velimlje,19.08.2026 15:00,29.00,39.1,0.00,4.20,20,6.90,265.2,
02VIRP20,klimatološka,Virpazar,19.08.2026 15:00,34.00,34.0,0.00,,,,,
